gene_id,dataset_count,contrast_count,hit_count,pass_hits,warn_hits,positive_hits,negative_hits,sign_consistency,dataset_sign_consistency,mean_effect,median_effect,mean_abs_effect,max_abs_effect,conserved_response_score,datasets
LINC00923,5,61,61,58,3,8,53,0.8688524590163934,0.8,-0.6718484707481808,-0.6028007754469602,1.2549180424254505,3.9331842252031963,9.77156946909624,adamson;dixit;norman;replogle;sciplex3
MLLT3,5,39,39,35,4,7,32,0.8205128205128205,0.8,-1.2222574671342576,-0.8905987378253308,1.472912074465879,3.507230412052221,9.68079386767449,adamson;dixit;norman;replogle;sciplex3
MS4A4A,5,88,88,74,14,17,71,0.8068181818181818,0.8,-0.4788618145445991,-0.766252423809253,0.8804937876876079,2.6022499827873737,6.9242176781142994,adamson;dixit;norman;replogle;sciplex3
SLC10A4,5,22,22,18,4,7,15,0.6818181818181818,0.8,-0.5907455391773078,-0.8775596053825865,1.8976499574421708,2.7162528482958894,8.809373079772515,adamson;dixit;norman;replogle;sciplex3
HSPA1A,5,211,211,204,7,70,141,0.6682464454976303,0.8,-0.14364894168002637,-0.6850535867649281,0.9371630365771195,3.3866328303614086,7.284407419744059,adamson;dixit;norman;replogle;sciplex3
TSPAN32,5,324,324,275,49,208,116,0.6419753086419753,0.8,0.1730924172797526,0.6231070085649133,0.8721676927691636,2.9299782067851727,7.03214461749446,adamson;dixit;norman;replogle;sciplex3
NTRK1,5,319,319,279,40,193,126,0.6050156739811913,0.8,0.1900390780593178,0.5528130538560294,0.8778175679589287,3.3757801305217323,6.6523429410476576,adamson;dixit;norman;replogle;sciplex3
IER3,5,473,473,451,22,255,218,0.5391120507399577,0.8,0.13538730498486637,0.47151261597322813,0.9135507391367221,4.431476826503593,6.589187281814063,adamson;dixit;norman;replogle;sciplex3
FERMT2,5,141,141,123,18,71,70,0.5035460992907801,0.8,-0.29941396616967125,0.2759367943130908,1.1926305342477588,3.0842889171699883,6.46272413685078,adamson;dixit;norman;replogle;sciplex3
RELL1,5,68,68,64,4,3,65,0.9558823529411765,0.6,-0.9982347764434206,-0.6342473066575993,1.0463279487505912,3.4734017076229136,9.195775574723907,adamson;dixit;norman;replogle;sciplex3
CAMK2N1,5,278,278,266,12,211,67,0.7589928057553957,0.6,0.46738540529603034,0.713310946348205,0.8514780378246459,4.0426011515664895,7.902550622502016,adamson;dixit;norman;replogle;sciplex3
HIST1H3H,5,144,144,137,7,100,44,0.6944444444444444,0.6,0.4028411556321678,0.6919320889903711,0.959613307474021,2.4952849058757836,7.201657976712575,adamson;dixit;norman;replogle;sciplex3
HOMER3,5,266,266,257,9,184,82,0.6917293233082706,0.6,0.320630473078655,0.7464168326169165,1.0453700650119344,2.8375129793213767,8.773210737749197,adamson;dixit;norman;replogle;sciplex3
OBSCN,5,77,77,64,13,25,52,0.6753246753246753,0.6,-0.41448579181801787,-0.5652994703060401,0.8312686665178926,3.4664431257907604,5.310884790897357,adamson;dixit;norman;replogle;sciplex3
EGR1,5,445,445,422,23,148,297,0.6674157303370787,0.6,-0.40497233771346935,-0.5840221703686046,0.9181395683274248,4.173922985075614,8.117307545721701,adamson;dixit;norman;replogle;sciplex3
RNF208,5,94,94,89,5,35,59,0.6276595744680851,0.6,-0.12617130796711537,-0.5125144020838391,0.7672642534985598,2.708609913408832,4.762168133652513,adamson;dixit;norman;replogle;sciplex3
PLCG2,5,89,89,79,10,55,34,0.6179775280898876,0.6,-0.006308819412358326,0.5827170784470654,1.1046317154479266,3.3542213459467143,6.670196857200968,adamson;dixit;norman;replogle;sciplex3
LAMB1,5,24,24,21,3,10,14,0.5833333333333334,0.6,-0.18575391545530848,-0.46584814767245986,0.9036822972417694,2.1841251939136512,3.684606445458535,adamson;dixit;norman;replogle;sciplex3
AREG,5,489,489,443,46,209,280,0.5725971370143149,0.6,-0.10398085598455897,-0.48068149175265695,0.922261789859205,3.799532091940654,7.1032537271473215,adamson;dixit;norman;replogle;sciplex3
TAC3,5,377,377,366,11,212,165,0.5623342175066313,0.6,0.0645619304539577,0.5291304978423876,1.0922803278238573,3.896748123289586,7.915820168103127,adamson;dixit;norman;replogle;sciplex3
RHOB,5,190,190,179,11,84,106,0.5578947368421052,0.6,-0.24559533696155797,-0.4225786665040049,1.0466493559833991,3.3034846628422585,6.659706923933861,adamson;dixit;norman;replogle;sciplex3
TMEM158,5,805,805,741,64,365,440,0.546583850931677,0.6,-0.10069953274922695,-0.49461171399127357,1.04246317807338,4.029745874175397,8.280054635152252,adamson;dixit;norman;replogle;sciplex3
NES,5,126,126,120,6,58,68,0.5396825396825397,0.6,-0.2790792883602579,-0.466512710770127,1.0771899370873816,3.876863966389735,6.115132597294077,adamson;dixit;norman;replogle;sciplex3
ZNF467,5,252,252,216,36,117,135,0.5357142857142857,0.6,-0.09632470859413587,-0.4368299043195162,0.9884223631753806,2.9102677331447104,6.362405530006752,adamson;dixit;norman;replogle;sciplex3
ARID5B,5,47,47,41,6,22,25,0.5319148936170213,0.6,-0.11291476446284382,-0.35805418818015466,0.9476227073721547,3.6428535639516952,4.2371871625201205,adamson;dixit;norman;replogle;sciplex3
SMG8,5,25,25,21,4,12,13,0.52,0.6,0.6349381917674669,-0.2909682379825838,1.575400890440137,3.2712666513779487,5.7957907080899504,adamson;dixit;norman;replogle;sciplex3
TRANK1,5,259,259,215,44,133,126,0.5135135135135135,0.6,-0.1418350001526163,0.3626838888635917,0.9280289808179037,3.8694463295319173,5.754343221834516,adamson;dixit;norman;replogle;sciplex3
KCTD15,4,84,84,82,2,0,84,1.0,1.0,-1.4836454115463933,-0.8779673448522727,1.4836454115463933,3.905457252376139,11.450294144347128,adamson;norman;replogle;sciplex3
POLR3G,4,56,56,53,3,0,56,1.0,1.0,-1.4200979604945254,-0.9665071832858554,1.4200979604945254,4.294747755964889,9.974057205696496,adamson;norman;replogle;sciplex3
PRRT3,4,37,37,32,5,0,37,1.0,1.0,-2.36286281958507,-2.6049676406817674,2.36286281958507,3.092461569570703,14.931247693744954,adamson;dixit;norman;sciplex3
NEURL4,4,37,37,30,7,0,37,1.0,1.0,-2.2794803496462124,-2.64643299561291,2.2794803496462124,2.949161142762297,14.40434266072575,adamson;dixit;norman;sciplex3
TRIB1,4,33,33,26,7,0,33,1.0,1.0,-2.1699973797642294,-2.583789789805022,2.1699973797642294,2.8477671627294745,13.293220948583413,adamson;dixit;norman;sciplex3
ZNF823,4,27,27,23,4,0,27,1.0,1.0,-2.18877453959458,-2.511764706040675,2.18877453959458,2.872766621311273,12.670010615086658,adamson;dixit;norman;sciplex3
IGFBP6,4,21,21,13,8,21,0,1.0,1.0,1.1569438716394442,1.2941785137855217,1.1569438716394442,2.578678650635242,6.212430774908181,adamson;dixit;norman;sciplex3
RRAD,4,20,20,14,6,20,0,1.0,1.0,2.554248625590821,3.0056374171441456,2.554248625590821,3.9543235598492577,13.509107265215114,adamson;dixit;norman;sciplex3
TRIM32,4,20,20,16,4,0,20,1.0,1.0,-2.121803846445906,-2.4751632060332067,2.121803846445906,2.5752455334118043,11.221959941645693,adamson;dixit;norman;sciplex3
LINC00957,4,19,19,1,18,19,0,1.0,1.0,0.7946396603739735,0.7996013742140318,0.7946396603739735,1.5823414698053653,4.135400135563113,adamson;dixit;norman;sciplex3
MREG,4,15,15,10,5,0,15,1.0,1.0,-2.296463216543779,-2.9102677331447104,2.296463216543779,3.323968576934923,11.060868993898659,adamson;dixit;norman;sciplex3
ARHGAP39,4,13,13,10,3,0,13,1.0,1.0,-2.2652199574107064,-2.7902389573574053,2.2652199574107064,3.0310838383149656,10.3849284006651,adamson;dixit;norman;sciplex3
TLN2,4,11,11,7,4,0,11,1.0,1.0,-2.068259696896559,-2.6931499659031037,2.068259696896559,3.259313951224964,8.928108307387646,adamson;dixit;norman;sciplex3
PTGIR,4,11,11,4,7,11,0,1.0,1.0,1.4595130317324831,1.0113434507324313,1.4595130317324831,2.692407365118133,6.300316368831232,adamson;dixit;norman;sciplex3
SLC36A1,4,9,9,5,4,0,9,1.0,1.0,-1.9332567937659482,-2.702910158026317,1.9332567937659482,3.507230412052221,7.733027175063793,adamson;dixit;norman;sciplex3
PRDM10,4,9,9,4,5,0,9,1.0,1.0,-1.9035947349583136,-0.8283881228904628,1.9035947349583136,4.120142413404265,7.614378939833254,adamson;dixit;norman;sciplex3
ACSF2,4,8,8,4,4,0,8,1.0,1.0,-2.000807276910784,-1.931269303649907,2.000807276910784,3.6435914353002654,7.6370214272952355,adamson;dixit;norman;sciplex3
OSBPL11,4,8,8,6,2,0,8,1.0,1.0,-1.4048190434117083,-0.7739695834226861,1.4048190434117083,3.71490386370815,5.362152197173361,adamson;norman;replogle;sciplex3
LMOD3,4,8,8,1,7,8,0,1.0,1.0,0.9904334866211794,0.9413275479526925,0.9904334866211794,1.764793639153375,3.780454942824537,adamson;dixit;norman;sciplex3
TMEM143,4,7,7,3,4,0,7,1.0,1.0,-1.9456527305456512,-1.8736631489731888,1.9456527305456512,3.510007694329572,7.0283979964772465,adamson;dixit;norman;sciplex3
PITPNM2,4,6,6,2,4,0,6,1.0,1.0,-1.825062523471084,-1.06403362655268,1.825062523471084,4.139111590107774,6.169427045955547,adamson;dixit;norman;sciplex3
RMI1,4,6,6,4,2,0,6,1.0,1.0,-1.7848522075838351,-1.7834080475125627,1.7848522075838351,3.297412325153665,6.033500409376874,adamson;norman;replogle;sciplex3
NOP14-AS1,4,6,6,1,5,0,6,1.0,1.0,-0.9504031017507376,-0.5909706266582319,0.9504031017507376,2.1744807176276835,3.2127351940520747,adamson;dixit;norman;sciplex3
ARMC9,4,5,5,1,4,0,5,1.0,1.0,-1.0554005359619545,-0.521651745339598,1.0554005359619545,3.1955112392663896,3.28504498685745,adamson;dixit;norman;sciplex3
CSGALNACT2,4,4,4,1,3,0,4,1.0,1.0,-1.5456467018746827,-1.1487202916894053,1.5456467018746827,3.5728156771184705,4.321442727645201,adamson;dixit;norman;sciplex3
NXF3,4,4,4,1,3,4,0,1.0,1.0,0.9611215880878945,0.9264176339995975,0.9611215880878945,1.5624131058501254,2.687180642372948,adamson;dixit;norman;sciplex3
EFNA3,4,4,4,1,3,0,4,1.0,1.0,-0.6529849563840152,-0.47560395117925913,0.6529849563840152,1.2867922929903348,1.8256675911803608,adamson;dixit;norman;sciplex3
CHRNA5,4,77,77,72,5,1,76,0.987012987012987,1.0,-0.8188272658933768,-0.6413474280511942,0.829695849951884,3.218208358014388,6.1979008315437625,adamson;norman;replogle;sciplex3
SPATA5L1,4,59,59,56,3,1,58,0.9830508474576272,1.0,-1.1041563890210948,-0.7065759076834799,1.1316609253360554,3.008466887430447,7.912632460000261,dixit;norman;replogle;sciplex3
DYRK3,4,45,45,43,2,1,44,0.9777777777777777,1.0,-1.133270696757733,-0.8660539343762181,1.1733933191305284,3.955606245941437,7.630847374683857,adamson;norman;replogle;sciplex3
PLD6,4,86,86,83,3,2,84,0.9767441860465116,1.0,-0.8680618234335538,-0.8069709168514168,0.9377827674516199,2.5052587915228166,7.106195791102158,adamson;norman;replogle;sciplex3
HIST1H1B,4,107,107,104,3,3,104,0.9719626168224299,1.0,-0.8657368377497158,-0.8477233413505463,0.9750087834960858,2.828665189964944,7.70807574974261,adamson;norman;replogle;sciplex3
TAF4B,4,71,71,69,2,2,69,0.971830985915493,1.0,-0.8251929426623733,-0.7042447784039614,0.8598729672997268,3.4917558059058695,6.208328470018644,adamson;norman;replogle;sciplex3
IL32,4,70,70,4,66,68,2,0.9714285714285714,1.0,1.2270559591529169,1.244523222833569,1.2534284309817478,2.8302785189673876,9.01648854980704,adamson;dixit;norman;sciplex3
MRM1,4,104,104,102,2,3,101,0.9711538461538461,1.0,-1.4147373321567056,-0.9736631554961209,1.4450961799679733,3.3696414244881248,11.346234863188055,adamson;norman;replogle;sciplex3
JAG2,4,131,131,128,3,4,127,0.9694656488549618,1.0,-0.8802092138420071,-0.7435568868028384,0.9269957645191919,2.786945446115293,7.62295901304915,adamson;norman;replogle;sciplex3
ALG6,4,32,32,30,2,1,31,0.96875,1.0,-1.222979007694909,-0.7449080371183505,1.246555400472948,3.487053197374784,7.335033040736908,adamson;norman;replogle;sciplex3
ZFP1,4,104,104,102,2,4,100,0.9615384615384616,1.0,-0.8225944121952745,-0.6702391639321514,0.8639737683743985,2.776759185920267,6.7163635973671685,dixit;norman;replogle;sciplex3
PHF2,4,78,78,76,2,3,75,0.9615384615384616,1.0,-0.8891743526142647,-0.618299841286707,0.9365842863027811,3.7243599491129853,6.835721980634925,dixit;norman;replogle;sciplex3
SPINK4,4,26,26,2,24,25,1,0.9615384615384616,1.0,1.0931828233783636,1.0546882339074974,1.128842114397477,2.2059404708978883,6.214552684635242,adamson;dixit;norman;sciplex3
UXS1,4,51,51,49,2,2,49,0.9607843137254902,1.0,-0.6744503873531543,-0.6190341309779102,0.704467553931173,4.331982770673485,4.6458482528139555,adamson;norman;replogle;sciplex3
E2F8,4,72,72,70,2,3,69,0.9583333333333334,1.0,-1.6432771745752428,-2.1163762379408935,1.681841130585905,2.9486532500913065,12.012949931894275,adamson;norman;replogle;sciplex3
LGALS1,4,168,168,151,17,160,8,0.9523809523809523,1.0,0.8875642429362918,0.8666966255392632,0.956797646863136,2.8064814759765158,8.120520976960112,adamson;norman;replogle;sciplex3
ACY1,4,42,42,40,2,2,40,0.9523809523809523,1.0,-1.377787855449934,-1.2158357919497185,1.5987925786518666,2.6931499659031037,9.948865692352642,adamson;norman;replogle;sciplex3
NEFH,4,40,40,33,7,2,38,0.95,1.0,-1.4211193525580246,-1.001671213744935,1.5729068459525346,3.247121338065447,9.639683323249573,adamson;norman;replogle;sciplex3
MIPEP,4,78,78,76,2,4,74,0.9487179487179487,1.0,-0.7765296032755674,-0.7003536472623868,0.8307336029146943,3.5728156771184705,5.982321625624705,adamson;norman;replogle;sciplex3
STAR,4,38,38,30,8,2,36,0.9473684210526315,1.0,-1.006232330904174,-0.9324178555834541,1.072048023081459,3.2042208224899213,6.463696420639466,adamson;norman;replogle;sciplex3
CHST2,4,19,19,17,2,1,18,0.9473684210526315,1.0,-1.188623146624274,-0.8991501744031525,1.313369180311252,3.395215079416048,6.475197596079997,adamson;norman;replogle;sciplex3
KCNQ5,4,92,92,88,4,5,87,0.9456521739130435,1.0,-1.062105691911396,-0.7812546292547169,1.1314685389994745,4.389409228653233,8.424915554285903,dixit;norman;replogle;sciplex3
ZNF674,4,36,36,33,3,2,34,0.9444444444444444,1.0,-2.1347237180345084,-2.598964251942633,2.3198336812100653,2.859075653452438,13.74343156292872,adamson;dixit;norman;sciplex3
MYL9,4,17,17,11,6,16,1,0.9411764705882353,1.0,1.7944014639853694,2.4822648204709394,2.013319625999886,3.048394617169437,9.514408547774222,adamson;dixit;norman;sciplex3
PTCD1,4,81,81,79,2,5,76,0.9382716049382716,1.0,-1.4607252220730094,-0.9313524665520496,1.525330394665805,3.421864104614004,10.95600401712463,adamson;norman;replogle;sciplex3
EVI2B,4,63,63,5,58,59,4,0.9365079365079365,1.0,1.3698352322634282,1.2558179394052509,1.541155895509857,3.0651692682999543,10.427472380963133,adamson;dixit;norman;sciplex3
CAPRIN2,4,15,15,11,4,1,14,0.9333333333333333,1.0,-2.2277905320715496,-2.9336263601261416,2.2965685870977444,3.9821821467205023,10.323951408453304,adamson;dixit;norman;sciplex3
RBBP9,4,28,28,24,4,2,26,0.9285714285714286,1.0,-1.9442785101443076,-2.6514268016930096,2.321836729625377,2.942994049521854,12.611669143737526,adamson;dixit;norman;sciplex3
LYSMD3,4,28,28,26,2,2,26,0.9285714285714286,1.0,-1.61574699880519,-2.0497769498856995,1.6907709782074558,3.5373459250491903,9.183868918477474,adamson;norman;replogle;sciplex3
ACADSB,4,75,75,70,5,6,69,0.92,1.0,-0.8014731456806135,-0.6535999356290136,0.8999791330744248,3.2005911713892283,6.229110189420098,adamson;norman;replogle;sciplex3
GYPB,4,87,87,58,29,80,7,0.9195402298850575,1.0,0.7621649139578123,0.8154367059491872,0.9375886377633879,3.1595669989201296,6.705746610522442,adamson;norman;replogle;sciplex3
PCOLCE2,4,144,144,141,3,12,132,0.9166666666666666,1.0,-0.7305647563384484,-0.7489884248920424,0.9584307908770584,3.6555417485605926,7.595579360447593,adamson;norman;replogle;sciplex3
CCNE2,4,129,129,126,3,11,118,0.9147286821705426,1.0,-1.1138714035085984,-0.8111129989615402,1.266215785958428,3.3935238634720393,9.793847947625112,adamson;norman;replogle;sciplex3
BCKDHA,4,35,35,32,3,3,32,0.9142857142857143,1.0,-1.1314623631617369,-2.000526038513707,1.3971267550205264,2.467710089159793,7.951915383688522,adamson;dixit;replogle;sciplex3
MAP1B,4,111,111,96,15,101,10,0.9099099099099099,1.0,0.7412040372875902,0.7897326043093509,0.8778674982891603,3.022966154797286,6.547500245047343,adamson;norman;replogle;sciplex3
KTN1-AS1,4,11,11,7,4,1,10,0.9090909090909091,1.0,-1.9911124879942916,-2.6845825927973084,2.056289234830739,3.200279230532151,8.069486467923468,adamson;dixit;norman;sciplex3
MEX3D,4,73,73,71,2,7,66,0.9041095890410958,1.0,-0.8071006372271031,-0.6368978963714325,1.0605820823719403,3.0270370115763434,7.169493819362492,adamson;norman;replogle;sciplex3
ANXA2R,4,260,260,225,35,234,26,0.9,1.0,0.7657193819906123,0.8488077533180489,0.910873829491551,2.680471616347758,7.924516536325049,adamson;norman;replogle;sciplex3
LDLRAD3,4,10,10,3,7,1,9,0.9,1.0,-1.1472855990739488,-0.772407597625543,1.4506088160521857,4.550615001505949,5.438352276226007,adamson;dixit;norman;sciplex3
DCAF4,4,79,79,77,2,8,71,0.8987341772151899,1.0,-0.8574407596473541,-0.6751708788365041,0.9653089282148365,3.276578292832089,6.604149501286592,adamson;norman;replogle;sciplex3
CDKN1C,4,366,366,343,23,325,41,0.8879781420765027,1.0,0.9377606261807244,0.896414323214078,1.1269222759414002,4.902823008175062,10.265664244818659,adamson;norman;replogle;sciplex3
FAM83H,4,105,105,103,2,12,93,0.8857142857142857,1.0,-0.6762168882746944,-0.6856681586456483,0.7943056035594706,3.876863966389735,5.699436083285914,adamson;norman;replogle;sciplex3
ZNF169,4,69,69,67,2,8,61,0.8840579710144928,1.0,-0.6355813192349581,-0.675294380919309,0.7846922572686033,4.025437198725461,5.119877269561765,adamson;norman;replogle;sciplex3
MCAM,4,56,56,54,2,7,49,0.875,1.0,-1.6124070798225973,-2.124791049436263,1.8714025151565574,5.0119951795607385,11.500820174219802,adamson;norman;replogle;sciplex3
RGS2,4,8,8,3,5,1,7,0.875,1.0,-0.3599369244399216,-0.3987137293608299,0.9939644209209958,2.5361099859242966,3.3196908615956975,adamson;dixit;norman;sciplex3
ZNF273,4,23,23,21,2,3,20,0.8695652173913043,1.0,-1.6546071319886837,-2.1331425846191334,1.804085452859414,3.7390771114296686,8.660935732330215,adamson;norman;replogle;sciplex3
PYCARD,4,23,23,21,2,3,20,0.8695652173913043,1.0,-1.6094028422748365,-2.2286335448176975,1.7856044215085156,2.452531864340391,8.572213202838268,dixit;norman;replogle;sciplex3
ZNF286A,4,37,37,34,3,5,32,0.8648648648648649,1.0,-0.5581687620033449,-0.6334100765723791,0.820777851805259,2.6337150473938844,4.485712905507741,adamson;norman;replogle;sciplex3
NXT2,4,42,42,40,2,6,36,0.8571428571428571,1.0,-0.6963661137373682,-0.7415457684641028,0.9314824366245079,2.2343440599362614,5.216733178808725,dixit;norman;replogle;sciplex3
GAL,4,38,38,29,9,6,32,0.8421052631578947,1.0,-0.535083171421522,-1.0794754255349575,1.3606184950025808,3.3112119255355767,7.2920654520059545,adamson;norman;replogle;sciplex3
RHEBL1,4,92,92,87,5,15,77,0.8369565217391305,1.0,-0.9535369733239488,-0.8097831424807165,1.3097350486323147,2.7818589499086595,8.631335456409788,adamson;norman;replogle;sciplex3
CYR61,4,12,12,6,6,2,10,0.8333333333333334,1.0,-0.5827063891919656,-0.48868852226728954,1.038995217097345,1.715539172412735,3.857939383880621,adamson;dixit;norman;sciplex3
FYCO1,4,6,6,2,4,1,5,0.8333333333333334,1.0,-1.4329570176513189,-1.3000497970465235,1.6261022522771966,3.312507673925777,4.580719420874092,adamson;dixit;norman;sciplex3
MT2A,4,140,140,131,9,24,116,0.8285714285714286,1.0,-1.0769785303844954,-0.7736760823943383,1.3920257782474272,3.675495296763911,9.915575294815103,adamson;norman;replogle;sciplex3
TTLL11,4,23,23,19,4,4,19,0.8260869565217391,1.0,-1.552926251084789,-2.67554207892644,2.3205261659859344,3.0624503387663933,10.583219081498202,adamson;dixit;norman;sciplex3
RGS16,4,356,356,322,34,292,64,0.8202247191011236,1.0,0.7713504159527073,0.7595175301453811,1.0355653333226051,4.117942236049632,8.672907594690237,adamson;norman;replogle;sciplex3
SNN,4,22,22,14,8,4,18,0.8181818181818182,1.0,-0.8073385491057601,-1.3160627988321898,1.1889793262759816,1.5485347027666834,5.298762256492739,adamson;dixit;norman;sciplex3
ENTPD5,4,82,82,80,2,15,67,0.8170731707317073,1.0,-0.5908097599966793,-0.6183771575808429,0.7983115298474811,4.295735334646634,5.007096841172803,adamson;norman;replogle;sciplex3
ZKSCAN4,4,71,71,68,3,13,58,0.8169014084507042,1.0,-0.5277860709566201,-0.6736489526861054,0.8134678411246045,2.349500683558886,4.936960836907376,dixit;norman;replogle;sciplex3
SLC7A8,4,354,354,319,35,289,65,0.8163841807909604,1.0,0.6408478561220174,0.8322490385661718,1.0544675465942697,3.937321701394644,8.78146267828963,adamson;norman;replogle;sciplex3
PTGER3,4,188,188,176,12,36,152,0.8085106382978723,1.0,-0.5319581609719841,-0.6604142905754339,0.805925382944289,2.3069135188428507,5.933363178628256,adamson;norman;replogle;sciplex3
TP53INP1,4,81,81,32,49,65,16,0.8024691358024691,1.0,0.7617528265027376,1.1779454492855748,1.7309131015115398,3.1978212766817107,10.633182993157584,adamson;dixit;norman;sciplex3
KCNJ14,4,5,5,1,4,1,4,0.8,1.0,-1.0714619256713802,-0.9236355467602109,1.3074026062182855,3.5909795557175688,3.2555423129074987,adamson;dixit;norman;sciplex3
TRIM3,4,38,38,32,6,8,30,0.7894736842105263,1.0,-1.2596897555466475,-2.469828535545804,2.197015661466555,3.264362883412333,11.03871745276531,adamson;dixit;norman;sciplex3
ANKRD55,4,47,47,24,23,37,10,0.7872340425531915,1.0,0.4568774172402368,1.07303794013841,1.7483954640723443,3.1374424477209533,9.256217742743619,adamson;dixit;norman;sciplex3
ENGASE,4,70,70,68,2,15,55,0.7857142857142857,1.0,-0.37814555404308314,-0.5513208466392961,0.7724380484448219,2.638143323676097,4.49423035616263,dixit;norman;replogle;sciplex3
IGFBP2,4,289,289,251,38,227,62,0.7854671280276817,1.0,0.7452249554008332,0.7105931138349821,1.079868257879133,4.01066155172035,8.354433965626848,adamson;norman;replogle;sciplex3
ZNF837,4,37,37,31,6,8,29,0.7837837837837838,1.0,-0.7959101875181235,-1.4374728650077784,1.7611105664586677,3.0794469141748935,8.722490157500358,adamson;dixit;norman;sciplex3
SOCS1,4,137,137,96,41,107,30,0.781021897810219,1.0,0.6335392143953634,0.7770943889653843,1.017245840709943,2.874585290657553,6.800461072357138,adamson;norman;replogle;sciplex3
ADCK2,4,144,144,142,2,32,112,0.7777777777777778,1.0,-0.7356065482873193,-0.6944386530501362,1.0350384583006904,3.005904901298002,6.959863570656054,adamson;norman;replogle;sciplex3
NFE2L3,4,63,63,60,3,14,49,0.7777777777777778,1.0,-0.9073556686574882,-0.7075154046704366,1.2038482261231442,2.949689712782192,6.7646959574122425,adamson;norman;replogle;sciplex3
FCHSD1,4,35,35,31,4,8,27,0.7714285714285715,1.0,-0.9813543717835068,-1.808886625630543,2.0492232152339556,2.794120970165966,9.840994604739729,adamson;dixit;norman;sciplex3
ZNF778,4,82,82,79,3,19,63,0.7682926829268293,1.0,-0.5730840869307922,-0.6247341615529866,0.9309514464772506,3.229581650971656,5.490430104293632,adamson;norman;replogle;sciplex3
GLIS2,4,16,16,10,6,4,12,0.75,1.0,-0.7027255841890545,-0.599535752854464,1.686461852665792,2.5752945815241413,6.225315502674687,adamson;dixit;norman;sciplex3
KHK,4,133,133,123,10,34,99,0.7443609022556391,1.0,-0.6079658753832148,-0.6452601020935693,0.9266778804300484,3.0203794665499375,5.868961071703076,adamson;norman;replogle;sciplex3
TFEB,4,35,35,30,5,9,26,0.7428571428571429,1.0,-1.2503286635330364,-2.4150152042352993,1.8913966984931383,2.7475962419697217,8.74665379508622,adamson;dixit;norman;sciplex3
TTC38,4,62,62,60,2,16,46,0.7419354838709677,1.0,-0.6410543969567755,-0.5961348184231435,0.9398225303603485,3.276578292832089,5.018632016496933,adamson;dixit;replogle;sciplex3
REEP6,4,131,131,98,33,97,34,0.7404580152671756,1.0,0.745067725412523,0.7391633196233189,1.211413740552112,4.749514406743175,7.608627866185632,adamson;norman;replogle;sciplex3
FZD4,4,22,22,15,7,6,16,0.7272727272727273,1.0,-1.0200644035990003,-1.1872400161661398,2.0728492230129523,3.1765355505687642,8.211364325364876,adamson;dixit;norman;sciplex3
APLP1,4,29,29,17,12,21,8,0.7241379310344828,1.0,1.0139003863826916,1.6801855663815757,1.612045859486547,2.6619276126131215,6.897231897274277,adamson;dixit;norman;sciplex3
RBPMS2,4,108,108,100,8,30,78,0.7222222222222222,1.0,-0.5283023341312709,-0.7111271399468131,0.9151596665349017,2.386511104849959,5.386537157284729,adamson;norman;replogle;sciplex3
KLF13,4,92,92,89,3,26,66,0.717391304347826,1.0,-0.5022085005765158,-0.5713444889490982,0.8662515898534174,3.3499880951877454,4.893186866511152,dixit;norman;replogle;sciplex3
LONRF2,4,94,94,76,18,28,66,0.7021276595744681,1.0,-0.3025635212644298,-0.5597485768470563,0.7335930676246393,3.8317901483898558,4.074711725538531,adamson;norman;replogle;sciplex3
JUN,4,226,226,211,15,157,69,0.6946902654867256,1.0,0.5974765666015801,0.6791204847498646,1.2626877118322926,3.8429163235246464,8.266605470548553,adamson;norman;replogle;sciplex3
ESAM,4,128,128,102,26,88,40,0.6875,1.0,0.2990943977624975,0.5428889219384041,0.8145678813719393,2.709993691024757,4.727851119100654,dixit;norman;replogle;sciplex3
ZNF623,4,70,70,67,3,22,48,0.6857142857142857,1.0,-0.3248914426463072,-0.5258346881200646,0.7009596379392974,2.1798583834519936,3.559288818789187,adamson;dixit;norman;replogle
TNFSF10,4,495,495,436,59,338,157,0.6828282828282828,1.0,0.581970072166834,0.7118074686132521,1.144652672595901,3.2130914451744625,8.427167055075483,adamson;norman;replogle;sciplex3
AIF1,4,349,349,300,49,237,112,0.6790830945558739,1.0,0.40032849942280935,0.6541610644873388,0.8930583111969441,2.6251128400038337,6.171510181868698,adamson;dixit;norman;replogle
LIG4,4,140,140,137,3,45,95,0.6785714285714286,1.0,-0.26749595783354657,-0.6269111725980548,1.514659158467398,3.505982087390774,8.835907691170895,dixit;norman;replogle;sciplex3
RTTN,4,127,127,101,26,41,86,0.6771653543307087,1.0,-0.33382997864625424,-0.5544377662198554,0.773370560274105,2.042424372024745,4.414181332799705,adamson;norman;replogle;sciplex3
ATG9B,4,21,21,16,5,7,14,0.6666666666666666,1.0,0.04730349438002574,-0.6009565572025407,1.4773651952775537,2.966402179356136,5.288662789327775,adamson;dixit;norman;sciplex3
DNAH8,4,15,15,11,4,5,10,0.6666666666666666,1.0,-0.12979715742115308,-0.7056463879617183,1.2039692944970737,2.085926129896523,3.865929296021553,adamson;dixit;norman;sciplex3
ZSCAN22,4,12,12,9,3,4,8,0.6666666666666666,1.0,0.10514869734988448,-0.44395064946606183,1.3733764364801742,2.483592712222347,4.0796361376851795,adamson;dixit;norman;sciplex3
